bookName,author,email,id,authorUrl,pmUrl,bookUrl,followerCount,pageCount,viewCount,chaptersCount,lastUpdateDate,dataCollectionDate,actionPlanned
Magic Dick,MagicDickBook,,32589,https://www.royalroad.com/profile/166440,https://www.royalroad.com/private/send/166440,https://www.royalroad.com/fiction/32589/magic-dick,0,6,20,1,MAY182020,15 Jun 2020 13:52:32 GMT,
From The Earth To The Sky - A Short Story Collection,hakatri gin,,32520,https://www.royalroad.com/profile/77744,https://www.royalroad.com/private/send/77744,https://www.royalroad.com/fiction/32520/from-the-earth-to-the-sky-a-short-story-collection,0,6,84,4,MAY162020,15 Jun 2020 13:52:32 GMT,
The Potency of Colors,Shadowlake,,33150,https://www.royalroad.com/profile/169633,https://www.royalroad.com/private/send/169633,https://www.royalroad.com/fiction/33150/the-potency-of-colors,0,6,23,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
DEONS,The Ancients,,33041,https://www.royalroad.com/profile/162077,https://www.royalroad.com/private/send/162077,https://www.royalroad.com/fiction/33041/deons,0,6,41,2,JUNE072020,15 Jun 2020 13:52:32 GMT,
Ten Years,mixturesolution,,32728,https://www.royalroad.com/profile/167349,https://www.royalroad.com/private/send/167349,https://www.royalroad.com/fiction/32728/ten-years,0,6,66,2,MAY252020,15 Jun 2020 13:52:32 GMT,
Nora and Mila,lilypeony,,32382,https://www.royalroad.com/profile/131947,https://www.royalroad.com/private/send/131947,https://www.royalroad.com/fiction/32382/nora-and-mila,0,6,46,2,MAY172020,15 Jun 2020 13:52:32 GMT,
Uknown,Kyle Pham,,33171,https://www.royalroad.com/profile/160938,https://www.royalroad.com/private/send/160938,https://www.royalroad.com/fiction/33171/uknown,0,6,8,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
Hangman,Taigen_Moon,,33252,https://www.royalroad.com/profile/138816,https://www.royalroad.com/private/send/138816,https://www.royalroad.com/fiction/33252/hangman,0,9,5,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
The Missing Link,cynicalgoof,,32416,https://www.royalroad.com/profile/134647,https://www.royalroad.com/private/send/134647,https://www.royalroad.com/fiction/32416/the-missing-link,0,8,18,1,MAY112020,15 Jun 2020 13:52:32 GMT,
The Dying of the Light,OpulentCD,,33091,https://www.royalroad.com/profile/147951,https://www.royalroad.com/private/send/147951,https://www.royalroad.com/fiction/33091/the-dying-of-the-light,0,8,71,2,JUNE062020,15 Jun 2020 13:52:32 GMT,
Strangers Club,Lancentric,,32582,https://www.royalroad.com/profile/166403,https://www.royalroad.com/private/send/166403,https://www.royalroad.com/fiction/32582/strangers-club,0,8,20,1,MAY182020,15 Jun 2020 13:52:32 GMT,
A Story To Tell,that.random.geek,,32891,https://www.royalroad.com/profile/168244,https://www.royalroad.com/private/send/168244,https://www.royalroad.com/fiction/32891/a-story-to-tell,0,8,15,1,MAY302020,15 Jun 2020 13:52:32 GMT,
Welcome to Power Level High!,camillesharem,,33121,https://www.royalroad.com/profile/77573,https://www.royalroad.com/private/send/77573,https://www.royalroad.com/fiction/33121/welcome-to-power-level-high,0,8,150,2,JUNE112020,15 Jun 2020 13:52:32 GMT,
The Old House,WarriorDrgnMage,,32842,https://www.royalroad.com/profile/167982,https://www.royalroad.com/private/send/167982,https://www.royalroad.com/fiction/32842/the-old-house,0,8,31,1,MAY282020,15 Jun 2020 13:52:32 GMT,
Story of the Life of Lavender,Sawanara murasaki,,32376,https://www.royalroad.com/profile/72568,https://www.royalroad.com/private/send/72568,https://www.royalroad.com/fiction/32376/story-of-the-life-of-lavender,0,8,48,1,MAY102020,15 Jun 2020 13:52:32 GMT,
A Thief in Times Square - Flash Fiction,ShortStoriesFromBrooklyn,,32831,https://www.royalroad.com/profile/167859,https://www.royalroad.com/private/send/167859,https://www.royalroad.com/fiction/32831/a-thief-in-times-square-flash-fiction,0,8,7,1,MAY282020,15 Jun 2020 13:52:32 GMT,
Madeline,Quilly Epithet,,33136,https://www.royalroad.com/profile/169531,https://www.royalroad.com/private/send/169531,https://www.royalroad.com/fiction/33136/madeline,0,8,14,1,JUNE072020,15 Jun 2020 13:52:32 GMT,
Blood Red Skies,Mr_F,,32539,https://www.royalroad.com/profile/165458,https://www.royalroad.com/private/send/165458,https://www.royalroad.com/fiction/32539/blood-red-skies,0,8,52,1,MAY162020,15 Jun 2020 13:52:32 GMT,
Inheritance of the elements,Belgianfri,,33289,https://www.royalroad.com/profile/167117,https://www.royalroad.com/private/send/167117,https://www.royalroad.com/fiction/33289/inheritance-of-the-elements,0,8,34,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
Is This The End?,J.C. Walker,,33168,https://www.royalroad.com/profile/169741,https://www.royalroad.com/private/send/169741,https://www.royalroad.com/fiction/33168/is-this-the-end,0,8,37,2,JUNE112020,15 Jun 2020 13:52:32 GMT,
Vagrant,soundsofhysteria,,32362,https://www.royalroad.com/profile/160535,https://www.royalroad.com/private/send/160535,https://www.royalroad.com/fiction/32362/vagrant,0,8,28,1,MAY092020,15 Jun 2020 13:52:32 GMT,
The Tale of Teva,Nathanael Lockeford,,33008,https://www.royalroad.com/profile/168876,https://www.royalroad.com/private/send/168876,https://www.royalroad.com/fiction/33008/the-tale-of-teva,0,8,31,2,JUNE042020,15 Jun 2020 13:52:32 GMT,
The Potential Inside,an t-udar cuin,,32357,https://www.royalroad.com/profile/164950,https://www.royalroad.com/private/send/164950,https://www.royalroad.com/fiction/32357/the-potential-inside,0,8,103,3,MAY172020,15 Jun 2020 13:52:32 GMT,
Master's Doll,RibbonsAndKnives,,32171,https://www.royalroad.com/profile/163720,https://www.royalroad.com/private/send/163720,https://www.royalroad.com/fiction/32171/masters-doll,0,8,57,2,JUNE132020,15 Jun 2020 13:52:32 GMT,
One among others,Quasar,,33274,https://www.royalroad.com/profile/170301,https://www.royalroad.com/private/send/170301,https://www.royalroad.com/fiction/33274/one-among-others,0,21,25,2,JUNE142020,15 Jun 2020 13:52:32 GMT,
Rip Current,CurrentTheMerboy,,32843,https://www.royalroad.com/profile/167811,https://www.royalroad.com/private/send/167811,https://www.royalroad.com/fiction/32843/rip-current,0,7,77,2,MAY282020,15 Jun 2020 13:52:32 GMT,
All According to Plan,English Throw Away,,32852,https://www.royalroad.com/profile/167165,https://www.royalroad.com/private/send/167165,https://www.royalroad.com/fiction/32852/all-according-to-plan,0,7,22,1,MAY292020,15 Jun 2020 13:52:32 GMT,
A Compendium Of Realities,AccelIndie,,32229,https://www.royalroad.com/profile/34714,https://www.royalroad.com/private/send/34714,https://www.royalroad.com/fiction/32229/a-compendium-of-realities,0,11,171,4,JUNE122020,15 Jun 2020 13:52:32 GMT,
1. Deathly Prince.,darklings,,33189,https://www.royalroad.com/profile/169855,https://www.royalroad.com/private/send/169855,https://www.royalroad.com/fiction/33189/1-deathly-prince,0,11,23,1,JUNE092020,15 Jun 2020 13:52:32 GMT,
Jin and the Wisps,Quintuscus,,32300,https://www.royalroad.com/profile/153926,https://www.royalroad.com/private/send/153926,https://www.royalroad.com/fiction/32300/jin-and-the-wisps,0,11,87,2,MAY112020,15 Jun 2020 13:52:32 GMT,
Yogi,LChauhan,,33264,https://www.royalroad.com/profile/170269,https://www.royalroad.com/private/send/170269,https://www.royalroad.com/fiction/33264/yogi,0,11,37,2,JUNE122020,15 Jun 2020 13:52:32 GMT,
Fake Love,Snowy D. Lakes,,33260,https://www.royalroad.com/profile/170261,https://www.royalroad.com/private/send/170261,https://www.royalroad.com/fiction/33260/fake-love,0,11,16,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
Hopelessly in (platonic!) love.,Royally_over_it,,33294,https://www.royalroad.com/profile/168646,https://www.royalroad.com/private/send/168646,https://www.royalroad.com/fiction/33294/hopelessly-in-platonic-love,0,11,11,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
The girl who was dead inside,Naira Gillani,,32741,https://www.royalroad.com/profile/167444,https://www.royalroad.com/private/send/167444,https://www.royalroad.com/fiction/32741/the-girl-who-was-dead-inside,0,11,139,4,MAY282020,15 Jun 2020 13:52:32 GMT,
life made hell,sarsa lakal,,32453,https://www.royalroad.com/profile/165554,https://www.royalroad.com/private/send/165554,https://www.royalroad.com/fiction/32453/life-made-hell,0,10,19,1,MAY132020,15 Jun 2020 13:52:32 GMT,
The Humpback Fox (and other such Blessings),Darkshadow2905,,32307,https://www.royalroad.com/profile/104454,https://www.royalroad.com/private/send/104454,https://www.royalroad.com/fiction/32307/the-humpback-fox-and-other-such-blessings,0,10,226,6,MAY132020,15 Jun 2020 13:52:32 GMT,
Can I ask you something?,Kiara,,32598,https://www.royalroad.com/profile/166341,https://www.royalroad.com/private/send/166341,https://www.royalroad.com/fiction/32598/can-i-ask-you-something,0,10,12,1,MAY182020,15 Jun 2020 13:52:32 GMT,
Dawn of Adventure: Pride and Prejudice (Part 1),Martbard,,32868,https://www.royalroad.com/profile/147278,https://www.royalroad.com/private/send/147278,https://www.royalroad.com/fiction/32868/dawn-of-adventure-pride-and-prejudice-part-1,0,10,23,1,MAY292020,15 Jun 2020 13:52:32 GMT,
Heaven and Hell,UltaNovaGames,,32415,https://www.royalroad.com/profile/157071,https://www.royalroad.com/private/send/157071,https://www.royalroad.com/fiction/32415/heaven-and-hell,0,10,46,2,MAY122020,15 Jun 2020 13:52:32 GMT,
Cycling Through the Country,Boba,,33153,https://www.royalroad.com/profile/107426,https://www.royalroad.com/private/send/107426,https://www.royalroad.com/fiction/33153/cycling-through-the-country,0,10,41,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
The Time Tower (the first visit),GoldenDragon93,,33188,https://www.royalroad.com/profile/169850,https://www.royalroad.com/private/send/169850,https://www.royalroad.com/fiction/33188/the-time-tower-the-first-visit,0,10,47,2,JUNE102020,15 Jun 2020 13:52:32 GMT,
Broken Mirror,DeadCorpse 13,,32942,https://www.royalroad.com/profile/165551,https://www.royalroad.com/private/send/165551,https://www.royalroad.com/fiction/32942/broken-mirror,0,9,103,3,JUNE032020,15 Jun 2020 13:52:32 GMT,
A Glimpse of the Multiverse,Nullblaster The Voidmaker,,33026,https://www.royalroad.com/profile/143121,https://www.royalroad.com/private/send/143121,https://www.royalroad.com/fiction/33026/a-glimpse-of-the-multiverse,0,9,26,1,JUNE042020,15 Jun 2020 13:52:32 GMT,
The Third Daughter,FelixDS,,32690,https://www.royalroad.com/profile/142160,https://www.royalroad.com/private/send/142160,https://www.royalroad.com/fiction/32690/the-third-daughter,0,9,39,2,MAY242020,15 Jun 2020 13:52:32 GMT,PM Sent
Masks and Other Things,blankel,,32860,https://www.royalroad.com/profile/168037,https://www.royalroad.com/private/send/168037,https://www.royalroad.com/fiction/32860/masks-and-other-things,0,9,62,2,MAY292020,15 Jun 2020 13:52:32 GMT,
Survival Games of The Fittest,Unholy_Student,,32789,https://www.royalroad.com/profile/136816,https://www.royalroad.com/private/send/136816,https://www.royalroad.com/fiction/32789/survival-games-of-the-fittest,0,9,51,2,MAY272020,15 Jun 2020 13:52:32 GMT,
coming of age discovery,Walking Momma,,32424,https://www.royalroad.com/profile/165307,https://www.royalroad.com/private/send/165307,https://www.royalroad.com/fiction/32424/coming-of-age-discovery,0,9,42,1,MAY112020,15 Jun 2020 13:52:32 GMT,
Rawr!,The Fat Cat,,33215,https://www.royalroad.com/profile/87917,https://www.royalroad.com/private/send/87917,https://www.royalroad.com/fiction/33215/rawr,0,15,133,5,JUNE132020,15 Jun 2020 13:52:32 GMT,
Burnt Flames,RabidRabbit,,32470,https://www.royalroad.com/profile/162329,https://www.royalroad.com/private/send/162329,https://www.royalroad.com/fiction/32470/burnt-flames,0,14,38,2,MAY152020,15 Jun 2020 13:52:32 GMT,
Drifted Apart,Theunknownguy,,32762,https://www.royalroad.com/profile/167394,https://www.royalroad.com/private/send/167394,https://www.royalroad.com/fiction/32762/drifted-apart,0,22,67,3,JUNE142020,15 Jun 2020 13:52:32 GMT,
UNRIGHTEOUS,mybluhorizon,,33165,https://www.royalroad.com/profile/169736,https://www.royalroad.com/private/send/169736,https://www.royalroad.com/fiction/33165/unrighteous,0,14,15,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
H3: Tyranny of the God Emperor,Firepower46,,32403,https://www.royalroad.com/profile/80363,https://www.royalroad.com/private/send/80363,https://www.royalroad.com/fiction/32403/h3-tyranny-of-the-god-emperor,0,14,21,1,MAY112020,15 Jun 2020 13:52:32 GMT,
It doesn't make sense,Demon Oppai,,33102,https://www.royalroad.com/profile/169344,https://www.royalroad.com/private/send/169344,https://www.royalroad.com/fiction/33102/it-doesnt-make-sense,0,14,76,3,JUNE122020,15 Jun 2020 13:52:32 GMT,
Children of Malus,Alkari,,32888,https://www.royalroad.com/profile/168144,https://www.royalroad.com/private/send/168144,https://www.royalroad.com/fiction/32888/children-of-malus,0,13,47,2,MAY302020,15 Jun 2020 13:52:32 GMT,
The Widening Gyre,kafka_wannabe,,32810,https://www.royalroad.com/profile/167472,https://www.royalroad.com/private/send/167472,https://www.royalroad.com/fiction/32810/the-widening-gyre,0,13,19,1,MAY272020,15 Jun 2020 13:52:32 GMT,
Teach Yourself to Fish,Vinegar,,33021,https://www.royalroad.com/profile/167582,https://www.royalroad.com/private/send/167582,https://www.royalroad.com/fiction/33021/teach-yourself-to-fish,0,13,21,1,JUNE032020,15 Jun 2020 13:52:32 GMT,
Badly Named One-Shots,MrBadWithNames,,33159,https://www.royalroad.com/profile/114924,https://www.royalroad.com/private/send/114924,https://www.royalroad.com/fiction/33159/badly-named-one-shots,0,13,50,2,JUNE092020,15 Jun 2020 13:52:32 GMT,
The Protector: A Sam Gilmore Short Story,TheJonEdney,,33032,https://www.royalroad.com/profile/156170,https://www.royalroad.com/private/send/156170,https://www.royalroad.com/fiction/33032/the-protector-a-sam-gilmore-short-story,0,13,32,2,JUNE042020,15 Jun 2020 13:52:32 GMT,
Troubled Mind,Khauro,,32786,https://www.royalroad.com/profile/166911,https://www.royalroad.com/private/send/166911,https://www.royalroad.com/fiction/32786/troubled-mind,0,13,25,1,MAY262020,15 Jun 2020 13:52:32 GMT,
Requiem of the New World,Ceaser99,,32906,https://www.royalroad.com/profile/157214,https://www.royalroad.com/private/send/157214,https://www.royalroad.com/fiction/32906/requiem-of-the-new-world,0,12,43,3,JUNE092020,15 Jun 2020 13:52:32 GMT,
Seismic Threats,Dai Hira,,32620,https://www.royalroad.com/profile/166574,https://www.royalroad.com/private/send/166574,https://www.royalroad.com/fiction/32620/seismic-threats,0,12,25,1,MAY192020,15 Jun 2020 13:52:32 GMT,
Wander's Journal,robert buckley,,32756,https://www.royalroad.com/profile/145919,https://www.royalroad.com/private/send/145919,https://www.royalroad.com/fiction/32756/wanders-journal,0,12,334,11,JUNE062020,15 Jun 2020 13:52:32 GMT,
CJWC - Talverty,Talverty,,32902,https://www.royalroad.com/profile/125580,https://www.royalroad.com/private/send/125580,https://www.royalroad.com/fiction/32902/cjwc-talverty,0,12,39,1,MAY312020,15 Jun 2020 13:52:32 GMT,
Entbehrung: The Wandering City of Erawan,Erwin Blackthorn,,32541,https://www.royalroad.com/profile/164897,https://www.royalroad.com/private/send/164897,https://www.royalroad.com/fiction/32541/entbehrung-the-wandering-city-of-erawan,0,12,11,1,MAY172020,15 Jun 2020 13:52:32 GMT,
Lyrics at Moonlight,RabidRabbit,,32674,https://www.royalroad.com/profile/162329,https://www.royalroad.com/private/send/162329,https://www.royalroad.com/fiction/32674/lyrics-at-moonlight,0,11,21,1,MAY212020,15 Jun 2020 13:52:32 GMT,
The House Of Cards,Probable Palladium,,32819,https://www.royalroad.com/profile/167822,https://www.royalroad.com/private/send/167822,https://www.royalroad.com/fiction/32819/the-house-of-cards,0,11,33,1,MAY272020,15 Jun 2020 13:52:32 GMT,
Crowfeathers Part I: An Ill Wind Over the Capital,Chymotrypsin,,33198,https://www.royalroad.com/profile/169858,https://www.royalroad.com/private/send/169858,https://www.royalroad.com/fiction/33198/crowfeathers-part-i-an-ill-wind-over-the-capital,0,20,25,2,JUNE142020,15 Jun 2020 13:52:32 GMT,
Hymns of Stone,antidode21,,33018,https://www.royalroad.com/profile/168632,https://www.royalroad.com/private/send/168632,https://www.royalroad.com/fiction/33018/hymns-of-stone,0,20,57,2,JUNE102020,15 Jun 2020 13:52:32 GMT,
A Thousand Words,May G.,,33163,https://www.royalroad.com/profile/165599,https://www.royalroad.com/private/send/165599,https://www.royalroad.com/fiction/33163/a-thousand-words,0,20,33,2,JUNE112020,15 Jun 2020 13:52:32 GMT,
The House of Phantom Orb,sarsa lakal,,32467,https://www.royalroad.com/profile/165554,https://www.royalroad.com/private/send/165554,https://www.royalroad.com/fiction/32467/the-house-of-phantom-orb,0,19,39,2,MAY172020,15 Jun 2020 13:52:32 GMT,
Absolute Trinity,Rosal_Freya,,33025,https://www.royalroad.com/profile/168893,https://www.royalroad.com/private/send/168893,https://www.royalroad.com/fiction/33025/absolute-trinity,0,19,42,3,JUNE102020,15 Jun 2020 13:52:32 GMT,
Dark Country,JDScott,,33141,https://www.royalroad.com/profile/169580,https://www.royalroad.com/private/send/169580,https://www.royalroad.com/fiction/33141/dark-country,0,18,29,2,JUNE082020,15 Jun 2020 13:52:32 GMT,
Island,jin-k,,32757,https://www.royalroad.com/profile/167508,https://www.royalroad.com/private/send/167508,https://www.royalroad.com/fiction/32757/island,0,18,164,5,MAY292020,15 Jun 2020 13:52:32 GMT,
Without A Hitch,tacoriddles,,33296,https://www.royalroad.com/profile/170302,https://www.royalroad.com/private/send/170302,https://www.royalroad.com/fiction/33296/without-a-hitch,1,29,320,8,JUNE142020,15 Jun 2020 13:52:32 GMT,
Jinkiri,Milenek,,33253,https://www.royalroad.com/profile/169317,https://www.royalroad.com/private/send/169317,https://www.royalroad.com/fiction/33253/jinkiri,0,18,19,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
Ken.,P.K Dionysus,,32587,https://www.royalroad.com/profile/64763,https://www.royalroad.com/private/send/64763,https://www.royalroad.com/fiction/32587/ken,0,18,12,1,MAY182020,15 Jun 2020 13:52:32 GMT,
Quebracho,arrias99,,32333,https://www.royalroad.com/profile/90660,https://www.royalroad.com/private/send/90660,https://www.royalroad.com/fiction/32333/quebracho,0,17,35,2,MAY292020,15 Jun 2020 13:52:32 GMT,
